,Pittsburgh,New_York,Dallas
FMPC 331: ATPase AAA ,0.514705882,0.5,0.479591837
FMPC 332: fimbrial outer membrane usher protein ,0.492364253,0.47047619,0.489795918
FMPC 333: class I adenylate cyclase ,0.490384615,0.398095238,0.469387755
"FMPC 334: *hhblits annotated* bacteriophage T7 core proteins, VIRUS db:Uniclust30 e-value:6.5e-21 ",0.507352941,0.5,0.428571429
FMPC 335: alpha-L-rhamnosidase ,0.48331448,0.419047619,0.551020408
FMPC 336: DEAD/DEAH box helicase family protein ,0.464366516,0.394285714,0.367346939
FMPC 337: S-layer homology domain-containing protein ,0.459841629,0.473333333,0.653061224
FMPC 338: translation initiation factor IF-2 ,0.462669683,0.4,0.387755102
FMPC 339: ArdC-like ssDNA-binding domain-containing protein ,0.458993213,0.291428571,0.367346939
FMPC 340: DUF87 domain-containing protein ,0.516968326,0.520952381,0.530612245
FMPC 341: excinuclease ABC subunit UvrA ,0.668552036,0.521904762,0.734693878
FMPC 342: ATP-binding protein ,0.492081448,0.5,0.428571429
FMPC 343: *hhblits annotated* Chromosome segregation protein SMC (Fragment) db:Uniclust30_2023 e-value:2.5e-127 ,0.330316742,0.544761905,0.428571429
FMPC 344: relaxase domain-containing protein ,0.428733032,0.375238095,0.408163265
FMPC 345: ATP-binding protein ,0.507352941,0.5,0.428571429
FMPC 346: phage tail protein ,0.417420814,0.207619048,0.448979592
FMPC 347: BREX-1 system phosphatase PglZ type A ,0.507352941,0.439047619,0.387755102
FMPC 348: glycosyltransferase family 4 protein ,0.503959276,0.382857143,0.56122449
FMPC 349: molybdopterin-dependent oxidoreductase ,0.676470588,0.375238095,0.734693878
FMPC 350: AAA family ATPase ,0.5,0.5,0.5
FMPC 351: TraG family conjugative transposon ATPase ,0.333144796,0.268571429,0.244897959
FMPC 352: preprotein translocase subunit SecA ,0.570701357,0.493333333,0.489795918
FMPC 353: DUF4968 domain-containing protein ,0.693438914,0.424761905,0.653061224
FMPC 354: NEW3 domain-containing protein ,0.5,0.5,0.5
FMPC 355: DEAD/DEAH box helicase ,0.5,0.5,0.5
FMPC 356: methyl-accepting chemotaxis protein ,0.594457014,0.619047619,0.469387755
FMPC 357: BREX-1 system phosphatase PglZ type A ,0.5,0.5,0.5
FMPC 358: *hhblits annotated* Predicted protein  db:Pdp70 e-value:0.0 ,0.502545249,0.56,0.489795918
FMPC 359: DEAD/DEAH box helicase family protein ,0.555995475,0.300952381,0.510204082
FMPC 360: heavy metal translocating P-type ATPase ,0.474547511,0.325714286,0.673469388
FMPC 361: MBL fold metallo-hydrolase ,0.5,0.5,0.5
FMPC 362: ABC transporter permease subunit ,0.5,0.5,0.5
FMPC 363: discoidin domain-containing protein ,0.5,0.5,0.5
FMPC 364: lantibiotic dehydratase ,0.488122172,0.476190476,0.571428571
FMPC 365: hybrid sensor histidine kinase/response regulator ,0.623303167,0.39047619,0.816326531
FMPC 366: stage II sporulation protein E ,0.507352941,0.5,0.5
FMPC 367: DUF4982 domain-containing protein ,0.700226244,0.647619048,0.857142857
FMPC 368: S-layer homology domain-containing protein ,0.5,0.5,0.5
FMPC 369: type VI secretion system tip protein VgrG ,0.368778281,0.364761905,0.530612245
FMPC 370: DUF2357 domain-containing protein ,0.5,0.447619048,0.357142857
FMPC 371: MoaD/ThiS family protein ,0.449660633,0.466666667,0.265306122
FMPC 372: ATP-binding protein ,0.562782805,0.375238095,0.571428571
"FMPC 373: *hhblits annotated* Phage protein, C-terminal  db:Pdp70 e-value:3.4e-136 ",0.5,0.5,0.489795918
FMPC 374: heavy metal translocating P-type ATPase ,0.558257919,0.500952381,0.428571429
FMPC 375: TonB-dependent receptor family protein ,0.5,0.380952381,0.357142857
FMPC 376: glycogen/starch/alpha-glucan phosphorylase ,0.699095023,0.580952381,0.755102041
"FMPC 377: arabinogalactan endo-beta-1,4-galactanase ",0.510180995,0.464761905,0.683673469
FMPC 378: glycosyltransferase ,0.654411765,0.371428571,0.653061224
FMPC 379: ATP-binding protein ,0.712104072,0.6,0.734693878
FMPC 380: ATP-binding protein ,0.441742081,0.314285714,0.510204082
FMPC 381: DNA topoisomerase IV subunit A ,0.547511312,0.636190476,0.469387755
FMPC 382: EVE domain-containing protein ,0.57239819,0.403809524,0.448979592
FMPC 383: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:0.00036 ,0.5,0.5,0.5
FMPC 384: Ag(+)-translocating P-type ATPase SilP ,0.635180995,0.527619048,0.306122449
FMPC 385: glycoside hydrolase family 3 C-terminal domain-containing protein ,0.468891403,0.28,0.530612245
FMPC 386: bifunctional aspartate kinase/homoserine dehydrogenase I ,0.455599548,0.5,0.408163265
FMPC 387: ATP-binding protein ,0.397624434,0.392380952,0.469387755
FMPC 388: TraG family conjugative transposon ATPase ,0.308823529,0.457142857,0.489795918
FMPC 389: DUF3987 domain-containing protein ,0.434954751,0.597142857,0.397959184
FMPC 390: phage tail tape measure protein ,0.503959276,0.287619048,0.428571429
FMPC 391: YhgE/Pip domain-containing protein ,0.456447964,0.476190476,0.5
FMPC 392: glycoside hydrolase family 3 protein ,0.654411765,0.777142857,0.734693878
FMPC 393: *hhblits annotated* Predicted protein  db:Pdp70 e-value:0.0036 ,0.50678733,0.327619048,0.632653061
FMPC 394: DUF3772 domain-containing protein ,0.461538462,0.348571429,0.571428571
FMPC 395: *hhblits annotated* Outer capsid protein sigma-1 db:Uniclust30 e-value:0.036 ,0.5,0.5,0.5
FMPC 396: *hhblits annotated* 100K  db:Pdp70 e-value:6.8e-272 ,0.503959276,0.371428571,0.510204082
FMPC 397: glycoside hydrolase family 2 ,0.489253394,0.476190476,0.5
FMPC 398: TonB-dependent receptor ,0.5,0.5,0.5
FMPC 399: leucine--tRNA ligase ,0.536199095,0.537142857,0.469387755
FMPC 400: DUF3578 domain-containing protein ,0.541289593,0.44,0.408163265
"FMPC 401: hydroxymethylglutaryl-CoA reductase, degradative ",0.483597285,0.52952381,0.571428571
FMPC 402: Na+/H+ antiporter subunit A ,0.408371041,0.464761905,0.346938776
FMPC 403: alpha-ketoacid dehydrogenase subunit alpha/beta ,0.488404977,0.49047619,0.5
FMPC 404: primosomal protein N' ,0.461538462,0.331428571,0.244897959
FMPC 405: phenylalanine--tRNA ligase subunit beta ,0.489819005,0.386666667,0.489795918
FMPC 406: replication endonuclease ,0.502262443,0.44952381,0.428571429
FMPC 407: nitrite reductase large subunit NirB ,0.480486425,0.377142857,0.520408163
FMPC 408: *hhblits annotated* Bacillolysin  db:Pdp70 e-value:1.9999999999999998e-26 ,0.53959276,0.539047619,0.418367347
FMPC 409: 3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein ,0.574660633,0.51047619,0.591836735
FMPC 410: chitobiase/beta-hexosaminidase C-terminal domain-containing protein ,0.5,0.5,0.5
FMPC 411: *hhblits annotated* Phage minor capsid protein 2  db:Pdp70 e-value:5.3e-83 ,0.5,0.5,0.5
FMPC 412: S8 family serine peptidase ,0.5,0.5,0.5
FMPC 413: adenosine deaminase ,0.480769231,0.5,0.5
FMPC 414: anaerobic ribonucleoside triphosphate reductase ,0.42138009,0.540952381,0.489795918
FMPC 415: immune inhibitor A ,0.365384615,0.476190476,0.5
FMPC 416: TraC-F-type conjugal transfer protein ,0.484728507,0.476190476,0.428571429
FMPC 417: accessory Sec system translocase SecA2 ,0.500565611,0.527619048,0.448979592
FMPC 418: *hhblits annotated* Glycosyl hydrolases 38-like protein  db:Pdp70 e-value:9.6e-64 ,0.503959276,0.28,0.489795918
FMPC 419: glycerophosphodiester phosphodiesterase ,0.488687783,0.420952381,0.612244898
FMPC 420: DUF2034 domain-containing protein ,0.481900452,0.535238095,0.591836735
FMPC 421: phosphoketolase family protein ,0.569570136,0.481904762,0.367346939
FMPC 422: *hhblits annotated* ThuA-like domain-containing protein db:Uniclust30_2023 e-value:6.3e-06 ,0.464932127,0.568571429,0.357142857
FMPC 423: DNA primase family protein ,0.5,0.47047619,0.428571429
FMPC 424: glycoside hydrolase family 31 protein ,0.5,0.459047619,0.408163265
FMPC 425: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:4.9e-39 ,0.475678733,0.52,0.571428571
FMPC 426: zincin-like metallopeptidase domain-containing protein ,0.381221719,0.466666667,0.408163265
FMPC 427: phage tail tape measure protein ,0.498303167,0.552380952,0.714285714
FMPC 428: *hhblits annotated* Membrane-associated protein  db:Pdp70 e-value:1.4e-09 ,0.403280543,0.27047619,0.448979592
FMPC 429: DEAD/DEAH box helicase family protein ,0.486425339,0.325714286,0.387755102
FMPC 430: *hhblits annotated* Peptidase M28  db:Pdp70 e-value:2.9e-195 ,0.5,0.5,0.5
FMPC 431: FtsX-like permease family protein ,0.568438914,0.548571429,0.489795918
FMPC 432: ribonuclease R ,0.38178733,0.487619048,0.469387755
FMPC 433: phosphoenolpyruvate synthase ,0.42138009,0.319047619,0.306122449
FMPC 434: formate C-acetyltransferase ,0.446266968,0.434285714,0.367346939
FMPC 435: ABC transporter permease ,0.561085973,0.544761905,0.408163265
FMPC 436: polyribonucleotide nucleotidyltransferase ,0.6510181,0.457142857,0.653061224
FMPC 437: ArdC-like ssDNA-binding domain-containing protein ,0.524321267,0.352380952,0.459183673
FMPC 438: phosphoribosylformylglycinamidine synthase subunit PurL ,0.692307692,0.380952381,0.469387755
FMPC 439: single-stranded-DNA-specific exonuclease RecJ ,0.428733032,0.386666667,0.418367347
FMPC 440: SGNH/GDSL hydrolase family protein ,0.450226244,0.495238095,0.653061224
FMPC 441: nitric-oxide reductase large subunit ,0.532522624,0.518095238,0.571428571
FMPC 442: type IA DNA topoisomerase ,0.433823529,0.567619048,0.37755102
FMPC 443: cadmium-translocating P-type ATPase ,0.617647059,0.523809524,0.693877551
FMPC 444: FdhF/YdeP family oxidoreductase ,0.480769231,0.5,0.5
FMPC 445: TonB-dependent receptor plug domain-containing protein ,0.5,0.5,0.5
FMPC 446: endonuclease MutS2 ,0.712669683,0.596190476,0.714285714
FMPC 447: anaerobic ribonucleoside triphosphate reductase ,0.519230769,0.472380952,0.306122449
FMPC 448: DUF1906 domain-containing protein ,0.35831448,0.499047619,0.367346939
"FMPC 449: *hhblits annotated* Protein transport protein SEC61, Protein db:Uniclust30 e-value:0.049 ",0.50678733,0.5,0.551020408
FMPC 450: SH3 domain-containing protein ,0.5,0.5,0.5
FMPC 451: UvrD-helicase domain-containing protein ,0.507352941,0.52,0.285714286
FMPC 452: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:4.8e-28 ,0.456730769,0.558095238,0.632653061
FMPC 453: PHP domain-containing protein ,0.5,0.5,0.5
FMPC 454: EAL domain-containing protein ,0.5,0.5,0.5
FMPC 455: ATP-dependent Clp protease ATP-binding subunit ClpA ,0.542986425,0.500952381,0.551020408
FMPC 456: PAS domain S-box protein ,0.5,0.5,0.5
FMPC 457: ATP-binding protein ,0.597285068,0.35047619,0.673469388
FMPC 458: family 78 glycoside hydrolase catalytic domain ,0.529411765,0.379047619,0.367346939
FMPC 459: DNA internalization-related competence protein ComEC/Rec2 ,0.5,0.5,0.285714286
"FMPC 460: phage/plasmid primase, P4 family ",0.529411765,0.377142857,0.489795918
FMPC 461: bifunctional metallophosphatase/5'-nucleotidase ,0.533936652,0.322857143,0.744897959
FMPC 462: carbamoyltransferase HypF ,0.446832579,0.26,0.551020408
FMPC 463: DNA translocase FtsK ,0.625,0.567619048,0.551020408
FMPC 464: endopeptidase La ,0.479072398,0.55047619,0.591836735
FMPC 465: DNA topoisomerase ,0.5,0.5,0.5
FMPC 466: type IA DNA topoisomerase ,0.481900452,0.414285714,0.469387755
FMPC 467: Fe(3+) dicitrate transport protein FecA ,0.566742081,0.443809524,0.306122449
FMPC 468: *hhblits annotated* Chromosome segregation protein  db:Pdp70 e-value:1.1e-264 ,0.377828054,0.419047619,0.469387755
FMPC 469: AAA family ATPase ,0.490950226,0.28,0.673469388
FMPC 470: ABC transporter ATP-binding protein/permease ,0.637443439,0.708571429,0.673469388
FMPC 471: carboxypeptidase-like regulatory domain-containing protein ,0.436651584,0.577142857,0.489795918
FMPC 472: MMPL family transporter ,0.551470588,0.468571429,0.653061224
FMPC 473: ATP-binding protein ,0.392533937,0.283809524,0.367346939
FMPC 474: alpha-xylosidase ,0.621606335,0.666666667,0.673469388
FMPC 475: AAA family ATPase ,0.496606335,0.54,0.5
FMPC 476: beta-glucosidase BglX ,0.440045249,0.306666667,0.326530612
FMPC 477: AAA family ATPase ,0.5,0.5,0.5
FMPC 478: molybdopterin-dependent oxidoreductase ,0.5,0.5,0.5
FMPC 479: AAA family ATPase ,0.5,0.52,0.448979592
FMPC 480: UvrD-helicase domain-containing protein ,0.66459276,0.457142857,0.469387755
FMPC 481: ACP S-malonyltransferase ,0.574660633,0.459047619,0.683673469
FMPC 482: *hhblits annotated* Tetratricopeptide repeat domain protein  db:Pdp70 e-value:0.0033 ,0.5,0.5,0.5
FMPC 483: single-stranded-DNA-specific exonuclease RecJ ,0.516968326,0.402857143,0.469387755
FMPC 484: formate C-acetyltransferase ,0.455033937,0.262857143,0.612244898
FMPC 485: phage tail tape measure protein ,0.522058824,0.5,0.5
FMPC 486: phage tail tape measure protein ,0.518665158,0.448571429,0.612244898
FMPC 487: NlpC/P60 family protein ,0.536199095,0.482857143,0.428571429
FMPC 488: thiamine pyrophosphate-dependent enzyme ,0.511877828,0.519047619,0.632653061
FMPC 489: glycoside hydrolase family 65 protein ,0.320701357,0.413333333,0.387755102
FMPC 490: ATP-dependent DNA helicase ,0.506221719,0.28,0.571428571
FMPC 491: S8 family serine peptidase ,0.5,0.5,0.5
FMPC 492: ATP-binding protein ,0.59219457,0.613333333,0.612244898
FMPC 493: 6-phosphofructokinase ,0.591628959,0.297142857,0.510204082
FMPC 494: type IV conjugative transfer system coupling protein TraD ,0.507635747,0.375238095,0.489795918
FMPC 495: phage tail protein ,0.487839367,0.52,0.571428571
FMPC 496: DEAD/DEAH box helicase ,0.376696833,0.333333333,0.295918367
FMPC 497: bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB ,0.422794118,0.563809524,0.714285714
FMPC 498: AAA family ATPase ,0.461538462,0.437142857,0.428571429
FMPC 499: phage tail protein ,0.514140271,0.374285714,0.591836735
FMPC 500: protein translocase subunit SecDF ,0.484728507,0.535238095,0.387755102
FMPC 501: hydratase ,0.654411765,0.504761905,0.714285714
FMPC 502: sialate O-acetylesterase ,0.5,0.5,0.5
FMPC 503: type IV secretory system conjugative DNA transfer family protein ,0.507352941,0.5,0.5
FMPC 504: excinuclease ABC subunit UvrA ,0.488404977,0.462857143,0.775510204
FMPC 505: DEAD/DEAH box helicase family protein ,0.376696833,0.405714286,0.408163265
FMPC 506: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:6.6e-42 ,0.619909502,0.44952381,0.530612245
FMPC 507: 3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein ,0.522058824,0.476190476,0.428571429
FMPC 508: AAA family ATPase ,0.495475113,0.5,0.357142857
FMPC 509: TraM recognition domain-containing protein ,0.494626697,0.52,0.428571429
"FMPC 510: phage/plasmid primase, P4 family ",0.461538462,0.339047619,0.571428571
FMPC 511: T9SS type A sorting domain-containing protein ,0.416289593,0.364761905,0.510204082
FMPC 512: inorganic phosphate transporter ,0.426470588,0.413333333,0.367346939
FMPC 513: DNA helicase PcrA ,0.501696833,0.451428571,0.510204082
FMPC 514: catalase HPII ,0.355769231,0.285714286,0.285714286
FMPC 515: relaxase/mobilization nuclease domain-containing protein ,0.42760181,0.378095238,0.551020408
FMPC 516: nitrate reductase ,0.5,0.5,0.5
FMPC 517: DEAD/DEAH box helicase family protein ,0.460972851,0.347619048,0.551020408
FMPC 518: P-loop NTPase fold protein ,0.5,0.5,0.5
FMPC 519: nitric-oxide reductase large subunit ,0.397624434,0.40952381,0.62244898
FMPC 520: AAA domain-containing protein ,0.5,0.5,0.5
FMPC 521: aconitate hydratase ,0.450226244,0.436190476,0.428571429
FMPC 522: TonB-dependent receptor ,0.45050905,0.474285714,0.642857143
FMPC 523: alpha-galactosidase ,0.627828054,0.695238095,0.653061224
FMPC 524: relaxase/mobilization nuclease domain-containing protein ,0.5,0.497142857,0.571428571
FMPC 525: *hhblits annotated* DUF3352 domain-containing protein db:Uniclust30_2023 e-value:3e-19 ,0.491515837,0.337142857,0.193877551
FMPC 526: HAMP domain-containing histidine kinase ,0.574377828,0.451428571,0.714285714
FMPC 527: S8 family peptidase ,0.542420814,0.542857143,0.693877551
FMPC 528: transglutaminaseTgpA domain-containing protein ,0.488970588,0.361904762,0.326530612
FMPC 529: P-loop NTPase fold protein ,0.524886878,0.476190476,0.571428571
FMPC 530: ribonucleoside-diphosphate reductase subunit alpha ,0.530825792,0.312380952,0.571428571
FMPC 531: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase ,0.514705882,0.476190476,0.428571429
FMPC 532: amino acid permease ,0.5,0.452380952,0.5
FMPC 533: sensor domain-containing diguanylate cyclase ,0.476809955,0.508571429,0.448979592
FMPC 534: glycoside hydrolase family 3 C-terminal domain-containing protein ,0.410067873,0.327619048,0.265306122
FMPC 535: N-6 DNA methylase ,0.5989819,0.52,0.510204082
FMPC 536: AAA family ATPase ,0.449660633,0.434285714,0.795918367
FMPC 537: penicillin-binding protein ,0.5,0.5,0.5
FMPC 538: polyribonucleotide nucleotidyltransferase ,0.453054299,0.344761905,0.551020408
FMPC 539: phosphoribosylformylglycinamidine synthase subunit PurL ,0.398755656,0.373333333,0.551020408
FMPC 540: catalase/peroxidase HPI ,0.512726244,0.405714286,0.510204082
"FMPC 541: bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase ",0.615384615,0.655238095,0.632653061
FMPC 542: *hhblits annotated* Cell division FtsK/SpoIIIE  db:Pdp70 e-value:2.3e-160 ,0.5,0.5,0.5
FMPC 543: alpha-galactosidase ,0.629524887,0.706666667,0.612244898
FMPC 544: DotA/TraY family protein ,0.507352941,0.5,0.5
FMPC 545: *hhblits annotated* Putative membrane protein YddG  db:Pdp70 e-value:8.6e-17 ,0.5,0.5,0.5
FMPC 546: radical SAM protein ,0.446832579,0.247619048,0.428571429
FMPC 547: dihydroxy-acid dehydratase ,0.5,0.5,0.5
FMPC 548: *hhblits annotated* GTPase  db:Pdp70 e-value:4.9e-42 ,0.507352941,0.52,0.5
FMPC 549: ATP-binding protein ,0.5,0.5,0.5
FMPC 550: type IA DNA topoisomerase ,0.467760181,0.377142857,0.408163265
FMPC 551: BppU family phage baseplate upper protein ,0.509615385,0.52,0.571428571
FMPC 552: TonB-dependent receptor ,0.494909502,0.37047619,0.530612245
FMPC 553: RNA-binding transcriptional accessory protein ,0.696832579,0.56,0.734693878
